decision_id,title,category,severity,confidence,risk_score,evidence,predicted_impact,recommended_action,status,created_at
AI-DEC-615,Gate B Congestion Re-routing,crowd,medium,0.82,21,"Queue exceeding 800 people at Gate B, average wait is 18 minutes. Nearby Gate C is only 30% utilized.",Queue build-up will create secondary pressure on turnstiles and escalate safety risks in 15 minutes.,Redirect 20% of incoming attendees to Gate C using digital signs and push alerts.,pending,2026-04-05T15:51:00
AI-DEC-616,AI Operational Optimization (FACILITY),facility,low,0.81,25,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,pending,2026-05-02T23:12:00
AI-DEC-617,Restricted Zone Entry Warning,security,critical,0.83,59,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,approved,2026-04-07T17:48:00
AI-DEC-618,AI Operational Optimization (WEATHER),weather,low,0.86,11,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,rejected,2026-04-30T22:23:00
AI-DEC-619,Restricted Zone Entry Warning,security,low,0.95,31,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,executed,2026-04-27T00:48:00
AI-DEC-620,AI Operational Optimization (WEATHER),weather,low,0.76,16,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,executed,2026-04-06T20:53:00
AI-DEC-621,AI Operational Optimization (EMERGENCY),emergency,medium,0.83,23,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,pending,2026-04-15T11:02:00
AI-DEC-622,AI Operational Optimization (FACILITY),facility,medium,0.85,28,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,pending,2026-04-27T14:49:00
AI-DEC-623,Gate B Congestion Re-routing,crowd,low,0.88,32,"Queue exceeding 800 people at Gate B, average wait is 18 minutes. Nearby Gate C is only 30% utilized.",Queue build-up will create secondary pressure on turnstiles and escalate safety risks in 15 minutes.,Redirect 20% of incoming attendees to Gate C using digital signs and push alerts.,rejected,2026-05-03T07:54:00
AI-DEC-624,Restricted Zone Entry Warning,security,low,0.92,32,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,pending,2026-04-12T21:51:00
AI-DEC-625,Gate B Congestion Re-routing,crowd,low,0.85,33,"Queue exceeding 800 people at Gate B, average wait is 18 minutes. Nearby Gate C is only 30% utilized.",Queue build-up will create secondary pressure on turnstiles and escalate safety risks in 15 minutes.,Redirect 20% of incoming attendees to Gate C using digital signs and push alerts.,pending,2026-05-05T00:31:00
AI-DEC-626,AI Operational Optimization (WEATHER),weather,low,0.8,14,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,approved,2026-04-20T11:30:00
AI-DEC-627,Gate B Congestion Re-routing,crowd,medium,0.83,17,"Queue exceeding 800 people at Gate B, average wait is 18 minutes. Nearby Gate C is only 30% utilized.",Queue build-up will create secondary pressure on turnstiles and escalate safety risks in 15 minutes.,Redirect 20% of incoming attendees to Gate C using digital signs and push alerts.,rejected,2026-04-24T23:22:00
AI-DEC-628,AI Operational Optimization (WEATHER),weather,high,0.76,50,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,executed,2026-05-06T00:00:00
AI-DEC-629,AI Operational Optimization (EMERGENCY),emergency,critical,0.94,56,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,executed,2026-05-01T14:51:00
AI-DEC-630,Gate B Congestion Re-routing,crowd,medium,0.94,14,"Queue exceeding 800 people at Gate B, average wait is 18 minutes. Nearby Gate C is only 30% utilized.",Queue build-up will create secondary pressure on turnstiles and escalate safety risks in 15 minutes.,Redirect 20% of incoming attendees to Gate C using digital signs and push alerts.,executed,2026-04-14T15:24:00
AI-DEC-631,AI Operational Optimization (WEATHER),weather,low,0.75,36,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,pending,2026-05-05T21:08:00
AI-DEC-632,AI Operational Optimization (EMERGENCY),emergency,high,0.79,73,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,executed,2026-04-27T23:22:00
AI-DEC-633,Restricted Zone Entry Warning,security,medium,0.93,17,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,approved,2026-04-10T10:28:00
AI-DEC-634,Gate B Congestion Re-routing,crowd,medium,0.8,40,"Queue exceeding 800 people at Gate B, average wait is 18 minutes. Nearby Gate C is only 30% utilized.",Queue build-up will create secondary pressure on turnstiles and escalate safety risks in 15 minutes.,Redirect 20% of incoming attendees to Gate C using digital signs and push alerts.,approved,2026-05-03T22:16:00
AI-DEC-635,Restricted Zone Entry Warning,security,high,0.9,69,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,pending,2026-04-21T04:15:00
AI-DEC-636,AI Operational Optimization (EMERGENCY),emergency,medium,0.98,37,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,approved,2026-04-27T12:21:00
AI-DEC-637,AI Operational Optimization (WEATHER),weather,low,0.78,39,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,pending,2026-04-04T22:45:00
AI-DEC-638,AI Operational Optimization (FACILITY),facility,high,0.9,82,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,pending,2026-05-02T16:43:00
AI-DEC-639,Gate B Congestion Re-routing,crowd,low,0.79,15,"Queue exceeding 800 people at Gate B, average wait is 18 minutes. Nearby Gate C is only 30% utilized.",Queue build-up will create secondary pressure on turnstiles and escalate safety risks in 15 minutes.,Redirect 20% of incoming attendees to Gate C using digital signs and push alerts.,approved,2026-04-06T02:44:00
AI-DEC-640,AI Operational Optimization (FACILITY),facility,low,0.83,13,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,pending,2026-05-02T00:06:00
AI-DEC-641,Gate B Congestion Re-routing,crowd,low,0.77,11,"Queue exceeding 800 people at Gate B, average wait is 18 minutes. Nearby Gate C is only 30% utilized.",Queue build-up will create secondary pressure on turnstiles and escalate safety risks in 15 minutes.,Redirect 20% of incoming attendees to Gate C using digital signs and push alerts.,executed,2026-05-02T08:20:00
AI-DEC-642,AI Operational Optimization (EMERGENCY),emergency,low,0.98,13,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,approved,2026-04-24T06:42:00
AI-DEC-643,AI Operational Optimization (EMERGENCY),emergency,critical,0.82,94,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,pending,2026-04-28T09:49:00
AI-DEC-644,AI Operational Optimization (EMERGENCY),emergency,high,0.91,68,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,executed,2026-04-13T17:32:00
AI-DEC-645,AI Operational Optimization (EMERGENCY),emergency,low,0.84,20,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,pending,2026-04-22T22:15:00
AI-DEC-646,AI Operational Optimization (EMERGENCY),emergency,medium,0.81,35,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,executed,2026-04-26T17:27:00
AI-DEC-647,Restricted Zone Entry Warning,security,low,0.76,20,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,rejected,2026-05-01T14:17:00
AI-DEC-648,AI Operational Optimization (FACILITY),facility,low,0.79,25,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,rejected,2026-04-26T17:18:00
AI-DEC-649,Restricted Zone Entry Warning,security,medium,0.92,27,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,pending,2026-04-18T07:54:00
