assignment_id,staff_id,shift_id,zone_id,task_description,status
2582,1232,189,4,Perform Administration duties in assigned zone area.,Completed
2583,973,187,33,Perform Facilities duties in assigned zone area.,Completed
2584,93,204,23,Perform Medical duties in assigned zone area.,Completed
2585,416,247,4,Perform Facilities duties in assigned zone area.,Completed
2586,440,179,23,Perform Administration duties in assigned zone area.,Completed
2587,1112,240,13,Perform Administration duties in assigned zone area.,Completed
2588,448,103,17,Perform Guest Services duties in assigned zone area.,In Progress
2589,812,212,12,Perform Facilities duties in assigned zone area.,In Progress
2590,1158,126,25,Perform Crowd Control duties in assigned zone area.,Completed
2591,1046,183,21,Perform Facilities duties in assigned zone area.,Completed
2592,1447,169,14,Perform Medical duties in assigned zone area.,Completed
2593,366,226,36,Perform Medical duties in assigned zone area.,In Progress
2594,343,176,30,Perform Facilities duties in assigned zone area.,Scheduled
2595,819,181,36,Perform Security duties in assigned zone area.,Completed
2596,415,113,30,Perform Guest Services duties in assigned zone area.,In Progress
2597,300,166,37,Perform Facilities duties in assigned zone area.,Completed
2598,231,186,22,Perform Guest Services duties in assigned zone area.,Scheduled
2599,1207,191,12,Perform Administration duties in assigned zone area.,Completed
2600,1460,212,26,Perform Medical duties in assigned zone area.,Completed
2601,1028,117,40,Perform Security duties in assigned zone area.,In Progress
2602,937,182,7,Perform Crowd Control duties in assigned zone area.,In Progress
2603,1101,110,39,Perform Administration duties in assigned zone area.,In Progress
2604,332,125,31,Perform Security duties in assigned zone area.,Completed
2605,397,201,31,Perform Medical duties in assigned zone area.,Completed
2606,921,244,18,Perform Facilities duties in assigned zone area.,Completed
2607,1172,124,24,Perform Facilities duties in assigned zone area.,Completed
2608,1498,119,16,Perform Security duties in assigned zone area.,Completed
2609,165,204,36,Perform Medical duties in assigned zone area.,Completed
2610,552,123,40,Perform Crowd Control duties in assigned zone area.,In Progress
2611,968,188,1,Perform Facilities duties in assigned zone area.,In Progress
2612,593,173,21,Perform Security duties in assigned zone area.,Completed
2613,992,221,2,Perform Guest Services duties in assigned zone area.,Completed
2614,340,194,28,Perform Facilities duties in assigned zone area.,In Progress
2615,1144,143,39,Perform Administration duties in assigned zone area.,In Progress
2616,56,161,17,Perform Administration duties in assigned zone area.,Completed
2617,850,118,37,Perform Crowd Control duties in assigned zone area.,In Progress
2618,281,139,19,Perform Facilities duties in assigned zone area.,Completed
2619,1027,214,5,Perform Facilities duties in assigned zone area.,Completed
2620,471,147,36,Perform Crowd Control duties in assigned zone area.,Completed
2621,1173,227,33,Perform Administration duties in assigned zone area.,Completed
2622,739,144,40,Perform Security duties in assigned zone area.,Completed
2623,789,127,16,Perform Crowd Control duties in assigned zone area.,Completed
2624,514,222,14,Perform Crowd Control duties in assigned zone area.,Scheduled
2625,974,155,39,Perform Administration duties in assigned zone area.,Completed
2626,110,112,29,Perform Administration duties in assigned zone area.,Completed
2627,739,176,17,Perform Security duties in assigned zone area.,Completed
2628,606,190,19,Perform Facilities duties in assigned zone area.,In Progress
2629,30,156,32,Perform Administration duties in assigned zone area.,Completed
2630,479,234,12,Perform Guest Services duties in assigned zone area.,Completed
2631,938,241,18,Perform Security duties in assigned zone area.,Scheduled
2632,280,247,6,Perform Medical duties in assigned zone area.,In Progress
2633,1399,245,27,Perform Security duties in assigned zone area.,In Progress
2634,967,108,8,Perform Guest Services duties in assigned zone area.,Completed
2635,132,227,40,Perform Facilities duties in assigned zone area.,Completed
2636,1349,134,29,Perform Security duties in assigned zone area.,In Progress
2637,776,141,39,Perform Guest Services duties in assigned zone area.,In Progress
2638,105,208,35,Perform Facilities duties in assigned zone area.,Scheduled
2639,1117,210,24,Perform Security duties in assigned zone area.,Completed
2640,1142,222,2,Perform Medical duties in assigned zone area.,Absent
2641,486,106,14,Perform Security duties in assigned zone area.,Completed
2642,1059,231,7,Perform Medical duties in assigned zone area.,Completed
2643,296,127,39,Perform Security duties in assigned zone area.,In Progress
2644,1010,237,3,Perform Facilities duties in assigned zone area.,Completed
2645,587,225,3,Perform Medical duties in assigned zone area.,Completed
2646,889,130,2,Perform Crowd Control duties in assigned zone area.,Completed
2647,32,149,38,Perform Facilities duties in assigned zone area.,In Progress
2648,76,105,29,Perform Administration duties in assigned zone area.,Completed
2649,450,114,35,Perform Crowd Control duties in assigned zone area.,Completed
2650,355,196,29,Perform Facilities duties in assigned zone area.,Completed
2651,1106,198,40,Perform Administration duties in assigned zone area.,Completed
2652,187,204,17,Perform Security duties in assigned zone area.,In Progress
2653,140,102,36,Perform Administration duties in assigned zone area.,In Progress
2654,1385,128,15,Perform Crowd Control duties in assigned zone area.,Completed
2655,775,217,34,Perform Medical duties in assigned zone area.,In Progress
2656,529,215,16,Perform Guest Services duties in assigned zone area.,In Progress
2657,1130,208,27,Perform Facilities duties in assigned zone area.,In Progress
2658,451,247,3,Perform Security duties in assigned zone area.,In Progress
2659,1243,115,14,Perform Facilities duties in assigned zone area.,Completed
2660,162,140,28,Perform Facilities duties in assigned zone area.,In Progress
2661,806,245,33,Perform Guest Services duties in assigned zone area.,Completed
2662,641,159,3,Perform Guest Services duties in assigned zone area.,Completed
2663,1399,125,38,Perform Security duties in assigned zone area.,Scheduled
2664,661,130,11,Perform Guest Services duties in assigned zone area.,Completed
2665,1326,115,8,Perform Security duties in assigned zone area.,Completed
2666,932,216,29,Perform Guest Services duties in assigned zone area.,In Progress
2667,1316,244,14,Perform Facilities duties in assigned zone area.,Scheduled
2668,548,187,10,Perform Crowd Control duties in assigned zone area.,In Progress
2669,996,209,9,Perform Facilities duties in assigned zone area.,Completed
2670,628,202,38,Perform Administration duties in assigned zone area.,Scheduled
2671,396,226,18,Perform Crowd Control duties in assigned zone area.,In Progress
2672,312,140,2,Perform Guest Services duties in assigned zone area.,In Progress
2673,597,214,24,Perform Security duties in assigned zone area.,Completed
2674,826,123,34,Perform Medical duties in assigned zone area.,Completed
2675,1355,142,30,Perform Security duties in assigned zone area.,Completed
2676,1371,128,39,Perform Crowd Control duties in assigned zone area.,Scheduled
2677,358,116,6,Perform Facilities duties in assigned zone area.,Absent
2678,502,221,34,Perform Security duties in assigned zone area.,Completed
2679,885,229,18,Perform Guest Services duties in assigned zone area.,In Progress
2680,34,242,15,Perform Facilities duties in assigned zone area.,In Progress
2681,1057,186,31,Perform Administration duties in assigned zone area.,Completed
2682,220,214,20,Perform Security duties in assigned zone area.,In Progress
2683,776,154,35,Perform Guest Services duties in assigned zone area.,Scheduled
2684,564,112,35,Perform Facilities duties in assigned zone area.,In Progress
2685,250,128,32,Perform Medical duties in assigned zone area.,In Progress
2686,159,227,8,Perform Guest Services duties in assigned zone area.,Scheduled
2687,236,112,14,Perform Administration duties in assigned zone area.,Completed
2688,14,175,22,Perform Crowd Control duties in assigned zone area.,In Progress
2689,553,204,14,Perform Security duties in assigned zone area.,In Progress
2690,1276,178,2,Perform Administration duties in assigned zone area.,Completed
2691,1014,230,5,Perform Crowd Control duties in assigned zone area.,In Progress
2692,532,215,35,Perform Security duties in assigned zone area.,Completed
2693,977,247,24,Perform Security duties in assigned zone area.,Completed
2694,790,122,3,Perform Guest Services duties in assigned zone area.,Completed
2695,1372,210,12,Perform Crowd Control duties in assigned zone area.,Absent
2696,1322,157,30,Perform Crowd Control duties in assigned zone area.,Completed
2697,657,241,36,Perform Medical duties in assigned zone area.,Completed
2698,465,172,38,Perform Security duties in assigned zone area.,Completed
2699,1107,223,22,Perform Facilities duties in assigned zone area.,Completed
2700,1318,206,3,Perform Medical duties in assigned zone area.,Completed
2701,1230,171,20,Perform Security duties in assigned zone area.,Completed
2702,318,152,23,Perform Medical duties in assigned zone area.,In Progress
2703,1194,134,31,Perform Crowd Control duties in assigned zone area.,Completed
2704,809,158,13,Perform Administration duties in assigned zone area.,Scheduled
2705,820,188,22,Perform Crowd Control duties in assigned zone area.,Completed
2706,607,182,3,Perform Administration duties in assigned zone area.,Completed
2707,111,173,11,Perform Administration duties in assigned zone area.,In Progress
2708,701,247,23,Perform Security duties in assigned zone area.,Completed
2709,2,249,36,Perform Crowd Control duties in assigned zone area.,Scheduled
2710,1177,112,8,Perform Security duties in assigned zone area.,Completed
2711,201,104,24,Perform Crowd Control duties in assigned zone area.,In Progress
2712,365,241,39,Perform Guest Services duties in assigned zone area.,Scheduled
2713,83,103,31,Perform Administration duties in assigned zone area.,Completed
2714,471,178,16,Perform Crowd Control duties in assigned zone area.,In Progress
2715,607,147,13,Perform Administration duties in assigned zone area.,Completed
2716,630,142,39,Perform Administration duties in assigned zone area.,In Progress
2717,712,173,24,Perform Guest Services duties in assigned zone area.,Completed
2718,886,133,30,Perform Security duties in assigned zone area.,Completed
2719,469,178,7,Perform Guest Services duties in assigned zone area.,In Progress
2720,1219,224,10,Perform Medical duties in assigned zone area.,Completed
2721,362,147,40,Perform Security duties in assigned zone area.,Completed
2722,876,117,24,Perform Medical duties in assigned zone area.,In Progress
2723,668,126,24,Perform Crowd Control duties in assigned zone area.,Completed
2724,1059,108,21,Perform Medical duties in assigned zone area.,Completed
2725,675,111,14,Perform Administration duties in assigned zone area.,Completed
2726,721,137,18,Perform Administration duties in assigned zone area.,In Progress
2727,213,147,37,Perform Crowd Control duties in assigned zone area.,Completed
2728,1451,140,28,Perform Security duties in assigned zone area.,Completed
2729,231,158,6,Perform Guest Services duties in assigned zone area.,Scheduled
2730,1104,179,14,Perform Medical duties in assigned zone area.,Completed
